hospital_id,name,address,status,ownership_information,city_id
196784718,PHS ISLETA FS ED/UC,3436 ISLETA BLVD SW,OPEN,NOT AVAILABLE,1840019176
196784719,PHS - URGENT CARE,7920 CARMEL NE,OPEN,NOT AVAILABLE,1840019176
196784720,PLAINS REGIONAL MEDICAL CANCER CENTER,2219 DILLON,OPEN,NOT AVAILABLE,1840019195
2488101,PLAINS REGIONAL MEDICAL CENTER,2100 N MARTIN LUTHER KING JR BLVD,OPEN,NON-PROFIT,1840019195
5387106,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,OPEN,NON-PROFIT,1840019176
196784721,PRESBYTERIAN HOSPITAL EEG,201 CEDAR STREET SE,OPEN,NOT AVAILABLE,1840019176
2387110,PRESBYTERIAN KASEMAN HOSPITAL,8300 CONSTITUTION AVENUE NE,OPEN,NON-PROFIT,1840019176
5188401,PRESBYTERIAN MEDICAL GROUP AT DR DAN C TRIGG MEMORIAL HOSPITAL,402 EAST MIEL DE LUNA AVE,OPEN,NON-PROFIT,1840021739
287124,PRESBYTERIAN RUST MEDICAL CENTER,2400 UNSER BOULEVARD,OPEN,NON-PROFIT,1840020387
3988011,"REHABILITATION HOSPITAL OF SOUTHERN NEW MEXICO, INC",4441 E LOHMAN AVE,OPEN,PROPRIETARY,1840020683
1687301,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,1901 RED ROCK DRIVE,OPEN,NON-PROFIT,1840020395
2288130,ROOSEVELT GENERAL HOSPITAL,42121 US HIGHWAY 70,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840020529
5087401,SAN JUAN REGIONAL MEDICAL CENTER INC,801 WEST MAPLE STREET,OPEN,NON-PROFIT,1840020349
4887401,SAN JUAN REGIONAL REHABILITATION UNIT,525 S SCHWARTZ AVE,OPEN,NON-PROFIT,1840020349
4987701,SAN MIGUEL CORP. - ALTA VISTA REGIONAL HOSPITAL,104 LEGION DRIVE,OPEN,PROPRIETARY,1840020397
2887901,SIERRA VISTA HOSPITAL,800 EAST 9TH AVENUE,OPEN,GOVERNMENT - FEDERAL,1840021995
2087801,SOCORRO GENERAL HOSPITAL,1202 HIGHWAY 60 WEST,OPEN,NON-PROFIT,1840021898
3187701,THE NM BEHAVIORAL HEALTH INSTITUTE,3695 HOT SPRINGS BLVD,OPEN,GOVERNMENT - STATE,1840020397
196784722,THREE CROSSES REGIONAL HOSPITAL LLC,2560 SAMARITAN DRIVE,OPEN,NOT AVAILABLE,1840020683
7687108,TURQUOISE LODGE HOSPITAL,"5400 GIBSON SE, BOX 13",OPEN,GOVERNMENT - STATE,1840019176
3388415,UNION COUNTY GENERAL HOSPITAL,300 WILSON STREET,OPEN,NON-PROFIT,1840022631
1287106,UNM HOSPITAL,2211 LOMAS BOULEVARD NE,OPEN,GOVERNMENT - STATE,1840019176
111587144,UNM SANDOVAL REGIONAL MEDICAL CENTER,3001 BROADMOOR BLVD NE,OPEN,GOVERNMENT - STATE,1840020387
196784723,WHITE SANDS WOMENS HEALTH,"2559 MEDICAL DRIVE, SUITE 2100",OPEN,NOT AVAILABLE,1840019403
2012208,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,OPEN,NON-PROFIT,1840000417
2312204,ALBANY MEDICAL CENTER - SOUTH CLINICAL CAMPUS,25 HACKETT BOULEVARD,OPEN,NON-PROFIT,1840000417
113912204,SAMARITAN HOSPITAL - ALBANY MEMORIAL CAMPUS,600 NORTHERN BOULEVARD,OPEN,NON-PROFIT,1840000417
112208,ST. PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,OPEN,NON-PROFIT,1840000417
196784724,LAKEVIEW CENTER FOR MENTAL HEALTH AND WELLNESS,29 EAST CAYUGA STREET,OPEN,NON-PROFIT,1840000348
413790,UNITED HEALTH SERVICES HOSPITALS INC - BINGHAMTON GENERAL HOSPITAL,10-42 MITCHELL AVENUE,OPEN,NON-PROFIT,1840000460
513901,OUR LADY OF LOURDES MEMORIAL HOSPITAL,169 RIVERSIDE DRIVE,OPEN,NON-PROFIT,1840000460
613790,UNITED HEALTH SERVICES HOSPITALS INC - WILSON MEDICAL CENTER,33-57 HARRISON STREET,OPEN,NON-PROFIT,1840004658
714760,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OPEN,NON-PROFIT,1840000452
913021,AUBURN COMMUNITY HOSPITAL,17 LANSING STREET,OPEN,NON-PROFIT,1840000367
1014048,"BROOKS - TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,OPEN,NON-PROFIT,1840000445
120614701,UPMC CHAUTAUQUA AT WCA,51 GLASGOW AVENUE,OPEN,NON-PROFIT,1840000446
1114701,UPMC CHAUTAUQUA AT WCA,207 FOOTE AVENUE,OPEN,NON-PROFIT,1840000446
1314905,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,OPEN,NON-PROFIT,1840000472
121614901,ST. JOSEPH'S HOSPITAL,555 ST JOSEPH'S BOULEVARD,OPEN,NON-PROFIT,1840000472
1413815,CHENANGO MEMORIAL HOSPITAL INC,179 NORTH BROAD ST,OPEN,NON-PROFIT,1840000424
118212901,THE UNIVERSITY OF VERMONT HEALTH NETWORK - CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,75 BEEKMAN ST,OPEN,NON-PROFIT,1840000296
1612534,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVE,OPEN,NON-PROFIT,1840000454
1713045,GUTHRIE CORTLAND MEDICAL CENTER,134 HOMER AVENUE,OPEN,NON-PROFIT,1840000419
2612455,MARGARETVILLE HOSPITAL,42084 STATE HIGHWAY 28,OPEN,NON-PROFIT,1840004620
118012601,MID - HUDSON VALLEY DIVISION OF WESTCHESTER MEDICAL CENTER,241 NORTH ROAD,OPEN,PROPRIETARY,1840000500
2912601,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,OPEN,NON-PROFIT,1840000500
2114203,BUFFALO GENERAL MEDICAL CENTER,100 HIGH STREET,OPEN,NON-PROFIT,1840000386
193114203,JOHN R. OISHEI CHILDREN'S HOSPITAL,818 ELLICOTT STREET,OPEN,NON-PROFIT,1840000386
3214215,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,OPEN,PROPRIETARY,1840000386
2414220,MERCY HOSPITAL OF BUFFALO,565 ABBOTT ROAD,OPEN,NON-PROFIT,1840000386
3414263,ROSWELL PARK CANCER INSTITUTE,ELM AND CARLTON STREETS,OPEN,PROPRIETARY,1840000386
2514214,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,OPEN,NON-PROFIT,1840000386
3611790,STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,OPEN,GOVERNMENT - STATE,1840005104
2714217,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,OPEN,NON-PROFIT,1840004386
3114141,BERTRAND CHAFFEE HOSPITAL,224 EAST MAIN ST,OPEN,NON-PROFIT,1840004391
120712946,ADIRONDACK MEDICAL CENTER - LAKE PLACID SITE,203 OLD MILITARY ROAD,OPEN,NON-PROFIT,1840004089
3812983,ADIRONDACK MEDICAL CENTER - SARANAC LAKE SITE,"2233 STATE ROUTE 86, PO BOX 471",OPEN,NON-PROFIT,1840004068
3912078,NATHAN LITTAUER HOSPITAL,99 EAST STATE STREET,OPEN,NON-PROFIT,1840000375
119014020,UNITED MEMORIAL MEDICAL CENTER NORTH STREET CAMPUS,127 NORTH ST,OPEN,NON-PROFIT,1840000385
4214020,UNITED MEMORIAL MEDICAL CENTER BANK STREET CAMPUS,16 BANK STREET,OPEN,NON-PROFIT,1840000385
4413365,LITTLE FALLS HOSPITAL,140 BURWELL STREET,OPEN,NON-PROFIT,1840000333
4313601,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,OPEN,NON-PROFIT,1840002200
4613607,"RIVER HOSPITAL, INC",4 FULLER STREET,OPEN,NON-PROFIT,1840004120
5213618,CARTHAGE AREA HOSPITAL INC,1001 WEST STREET,OPEN,NON-PROFIT,1840004125
116014437,NICHOLAS H. NOYES MEMORIAL HOSPITAL,111 CLARA BARTON STREET,OPEN,NON-PROFIT,1840004430
116313421,ONEIDA HEALTH HOSPITAL,321 GENESEE STREET,OPEN,NON-PROFIT,1840000384
5014620,HIGHLAND HOSPITAL,1000 SOUTH AVENUE,OPEN,NON-PROFIT,1840000373
5114621,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,OPEN,NON-PROFIT,1840000373
117914611,UNITY SPECIALTY HOSPITAL,89 GENESEE STREET,OPEN,NON-PROFIT,1840000373
5514607,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVENUE,OPEN,NON-PROFIT,1840000373
5714620,MONROE COMMUNITY HOSPITAL,435 EAST HENRIETTA ROAD,OPEN,GOVERNMENT - LOCAL,1840000373
117814626,THE UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,OPEN,NON-PROFIT,1840000373
117412010,ST. MARY'S HEALTHCARE - AMSTERDAM MEMORIAL CAMPUS,4988 STHWY 30,OPEN,NON-PROFIT,1840000391
5912010,ST. MARY'S HEALTHCARE,427 GUY PARK AVENUE,OPEN,NON-PROFIT,1840000391
114511542,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,OPEN,NON-PROFIT,1840000987
120511501,NYU LANGONE HOSPITAL - LONG ISLAND,259 FIRST STREET,OPEN,NON-PROFIT,1840005310
6811530,MERCY HOSPITAL,1000 NORTH VILLAGE AVENUE,OPEN,NON-PROFIT,1840005320
6311580,LONG ISLAND JEWISH VALLEY STREAM,900 FRANKLIN AVENUE,OPEN,NON-PROFIT,1840005331
7011510,MOUNT SINAI SOUTH NASSAU,1 HEALTHY WAY,OPEN,NON-PROFIT,1840005246
6511554,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,OPEN,PROPRIETARY,1840005236
6411030,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,OPEN,NON-PROFIT,1840005273
6611791,SYOSSET HOSPITAL,221 JERICHO TURNPIKE,OPEN,NON-PROFIT,1840005278
6711714,ST. JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,OPEN,NON-PROFIT,1840005233
6911803,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,OPEN,NON-PROFIT,1840005250
7411548,ST. FRANCIS HOSPITAL AND HEART CENTER,100 PORT WASHINGTON BOULEVARD,OPEN,NON-PROFIT,1840005321
7114094,EASTERN NIAGARA HOSPITAL - LOCKPORT DIVISION,521 EAST AVENUE,OPEN,NON-PROFIT,1840000370
7214301,NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 TENTH STREET,OPEN,NON-PROFIT,1840000371
7314120,DEGRAFF MEMORIAL HOSPITAL,445 TREMONT STREET,OPEN,NON-PROFIT,1840000372
7713440,"ROME MEMORIAL HOSPITAL, INC",1500 N JAMES ST,OPEN,NON-PROFIT,1840000349
7813501,ST ELIZABETH MEDICAL CENTER,2209 GENESEE ST,OPEN,NON-PROFIT,1840002746
8013413,FAXTON - ST LUKES HEALTHCARE ST LUKES DIVISION,1656 CHAMPLIN AVENUE,OPEN,NON-PROFIT,1840002746
8113215,UPSTATE UNIVERSITY HOSPITAL AT COMMUNITY GENERAL,4900 BROAD ROAD,OPEN,GOVERNMENT - STATE,1840000378
8213203,ST. JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,OPEN,NON-PROFIT,1840000378
8313210,UNIVERSITY HOSPITAL SUNY HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,OPEN,GOVERNMENT - STATE,1840000378
8413210,CROUSE HOSPITAL,736 IRVING AVENUE,OPEN,NON-PROFIT,1840000378
8614456,GENEVA GENERAL HOSPITAL,196-198 NORTH STREET,OPEN,NON-PROFIT,1840000393
8514432,CLIFTON SPRINGS HOSPITAL AND CLINIC,2 COULTER ROAD,OPEN,NON-PROFIT,1840004416
9310924,GARNET HEALTH MEDICAL CENTER,707 EAST MAIN STREET,OPEN,NON-PROFIT,1840000585
9112771,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,OPEN,NON-PROFIT,1840000587
9214103,MEDINA MEMORIAL HOSPITAL,200 OHIO STREET,OPEN,NON-PROFIT,1840004264
9413126,OSWEGO HOSPITAL,110 W SIXTH STREET,OPEN,NON-PROFIT,1840000348
9513820,A.O. FOX MEMORIAL HOSPITAL,1 NORTON AVENUE,OPEN,NON-PROFIT,1840000405
121013326,MARY IMOGENE BASSETT HOSPITAL,1 ATWELL ROAD,OPEN,NON-PROFIT,1840004460
9812180,SAMARITAN HOSPITAL - ST. MARY'S CAMPUS,1300 MASSACHUSETTS AVENUE,OPEN,NON-PROFIT,1840003087
9912180,SAMARITAN HOSPITAL,2215 BURDETT AVENUE,OPEN,NON-PROFIT,1840003087
10010993,HELEN HAYES HOSPITAL,51 N ROUTE 9W,OPEN,GOVERNMENT - STATE,1840004990
10110960,MONTEFIORE NYACK,160 NORTH MIDLAND AVENUE,OPEN,NON-PROFIT,1840004981
10210901,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,OPEN,NON-PROFIT,1840004987
10413669,CLAXTON - HEPBURN MEDICAL CENTER,214 KING STREET,OPEN,NON-PROFIT,1840000297
10813690,CLIFTON - FINE HOSPITAL,"1014 OSWEGATCHIE TRAIL, PO BOX 10",OPEN,NON-PROFIT,1840004053
10912866,SARATOGA HOSPITAL,211 CHURCH STREET,OPEN,NON-PROFIT,1840000369
114312308,ELLIS HOSPITAL,1101 NOTT STREET,OPEN,NON-PROFIT,1840000395
11112308,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,1270 BELMONT AVENUE,OPEN,NON-PROFIT,1840000395
11414865,SCHUYLER HOSPITAL,220 STEUBEN STREET,OPEN,NON-PROFIT,1840004583
121114830,CORNING HOSPITAL,1 GUTHRIE DRIVE,OPEN,NON-PROFIT,1840000443
11614843,ST. JAMES HOSPITAL,7329 SENECA ROAD NORTH,OPEN,NON-PROFIT,1840000444
11711772,LONG ISLAND COMMUNITY HOSPITAL,101 HOSPITAL ROAD,OPEN,NON-PROFIT,1840005129
117211777,JOHN T MATHER MEMORIAL HOSPITAL OF PORT JEFFERSON NEW YORK INC,75 NORTH COUNTRY ROAD,OPEN,NON-PROFIT,1840005131
12511507,ST. CHARLES HOSPITAL,200 BELLE TERRE ROAD,OPEN,NON-PROFIT,1840005131
12311706,SOUTH SHORE UNIVERSITY HOSPITAL,301 EAST MAIN STREET,OPEN,NON-PROFIT,1840005017
12810901,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,OPEN,NON-PROFIT,1840005111
12714850,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,OPEN,NON-PROFIT,1840000442
13012401,HEALTHALLIANCE HOSPITAL MARY'S AVENUE CAMPUS,105 MARYS AVENUE,OPEN,NON-PROFIT,1840000493
13112401,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,396 BROADWAY,OPEN,NON-PROFIT,1840000493
13212428,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,OPEN,NON-PROFIT,1840004733
13312801,GLENS FALLS HOSPITAL,100 PARK STREET,OPEN,NON-PROFIT,1840000345
13614513,NEWARK - WAYNE COMMUNITY HOSPITAL,"1200 DRIVING PARK AVENUE, PO BOX 111",OPEN,NON-PROFIT,1840004292
13510601,WHITE PLAINS HOSPITAL CENTER,41 EAST POST ROAD,OPEN,NON-PROFIT,1840003477
119810605,WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL,785 MAMARONECK AVENUE,OPEN,NON-PROFIT,1840003477
115710605,NEW YORK - PRESBYTERIAN WESTCHESTER BEHAVIORAL HEALTH CENTER,21 BLOOMINGDALE ROAD,OPEN,NON-PROFIT,1840003477
115210550,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,OPEN,NON-PROFIT,1840000781
115310802,MONTEFIORE NEW ROCHELLE HOSPITAL,16 GUION PLACE,OPEN,NON-PROFIT,1840000782
119710701,SJRH - ST JOHNS DIVISION,967 NORTH BROADWAY,OPEN,NON-PROFIT,1840003478
120010701,ST. JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,OPEN,NON-PROFIT,1840003478
121310703,SJRH - PARK CARE PAVILION,2 PARK AVENUE,OPEN,NON-PROFIT,1840003478
14210549,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,OPEN,NON-PROFIT,1840004936
14710708,NEW YORK - PRESBYTERIAN LAWRENCE HOSPITAL,55 PALMER AVENUE,OPEN,NON-PROFIT,1840004949
14110522,SJRH - DOBBS FERRY PAVILLION,128 ASHFORD AVENUE,OPEN,NON-PROFIT,1840004952
14510591,PHELPS HOSPITAL,701 NORTH BROADWAY,OPEN,NON-PROFIT,1840004944
14610528,ST. JOSEPH'S MC - ST. VINCENT'S WESTCHESTER DIVISION,275 NORTH STREET,OPEN,NON-PROFIT,1840004931
14810595,BLYTHEDALE CHILDREN'S HOSPITAL,95 BRADHURST AVENUE,OPEN,NON-PROFIT,1840033975
15110532,WESTCHESTER MEDICAL CENTER,100 WOODS ROAD,OPEN,PROPRIETARY,1840033975
14914527,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES COUNTY,418 NORTH MAIN STREET,OPEN,NON-PROFIT,1840004503
15010456,BRONXCARE HOSPITAL CENTER,1276 FULTON AVENUE,OPEN,NON-PROFIT,1840033999
15210036,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY,OPEN,GOVERNMENT - LOCAL,1840033999
118510466,MONTEFIORE MEDICAL CENTER - WAKEFIELD HOSPITAL,600 EAST 233RD STREET,OPEN,NON-PROFIT,1840033999
15310466,MONTEFIORE MEDICAL CENTER - HENRY AND LUCY MOSES DIV,111 EAST 210TH STREET,OPEN,NON-PROFIT,1840033999
15710451,LINCOLN MEDICAL AND MENTAL HEALTH CENTER,234 EAST 149TH STREET,OPEN,GOVERNMENT - LOCAL,1840033999
15510461,CALVARY HOSPITAL INC,1740-70 EASTCHESTER ROAD,OPEN,NON-PROFIT,1840033999
116910457,SBH HEALTH SYSTEM,4422 THIRD AVENUE,OPEN,NON-PROFIT,1840033999
114210457,BRONXCARE HOSPITAL CENTER,1650 GRAND CONCOURSE,OPEN,NON-PROFIT,1840033999
16310461,MONTEFIORE MEDICAL CENTER - MONTEFIORE WESTCHESTER SQUARE,2475 ST RAYMOND AVENUE,CLOSED,NON-PROFIT,1840033999
15610467,NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE AND 210TH STREET,OPEN,GOVERNMENT - LOCAL,1840033999
16111212,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,OPEN,NON-PROFIT,1840034030
16211201,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,121 DEKALB AVENUE,OPEN,NON-PROFIT,1840034030
16511229,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC",2525 KINGS HIGHWAY,OPEN,NON-PROFIT,1840034030
16611235,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,OPEN,GOVERNMENT - LOCAL,1840034030
16411203,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,OPEN,GOVERNMENT - LOCAL,1840034030
16911209,NYU LANGONE HOSPITAL - BROOKLYN,150 55TH STREET,OPEN,NON-PROFIT,1840034030
16811219,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,OPEN,NON-PROFIT,1840034030
17011215,NEW YORK - PRESBYTERIAN BROOKLYN METHODIST HOSPITAL,506 SIXTH STREET,OPEN,NON-PROFIT,1840034030
17111213,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,OPEN,NON-PROFIT,1840034030
114611203,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,OPEN,NON-PROFIT,1840034030
17311237,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,OPEN,NON-PROFIT,1840034030
119111203,UNIVERSITY HOSPITAL OF BROOKLYN,445 LENOX ROAD,OPEN,GOVERNMENT - STATE,1840034030
115411234,MOUNT SINAI BROOKLYN,3201 KINGS HIGHWAY,OPEN,NON-PROFIT,1840034030
19210304,RUMC - BAYLEY SETON,75 VANDERBILT AVENUE,OPEN,NON-PROFIT,1840034032
20211206,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,OPEN,GOVERNMENT - LOCAL,1840034030
21210305,STATEN ISLAND UNIVERSITY HOSPITAL PRINCE'S BAY,375 SEGUINE AVENUE,OPEN,NON-PROFIT,1840034032
20610301,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,OPEN,NON-PROFIT,1840034032
20710305,STATEN ISLAND UNIVERSITY HOSP - NORTH,475 SEAVIEW AVENUE,OPEN,NON-PROFIT,1840034032
118110461,MONTEFIORE MED CENTER - JACK D WEILER HOSP OF A EINSTEIN COLLEGE DIV,1825 EASTCHESTER ROAD,OPEN,NON-PROFIT,1840033999
115113501,"MOHAWK VALLEY HEART INSTITUTE, INC",2209 GENESEE STREET,OPEN,NON-PROFIT,1840002746
116213211,CROUSE HOSPITAL - COMMONWEALTH DIVISION,6010 EAST MALLOY ROAD,OPEN,NON-PROFIT,1840000378
117712180,THE BURDETT CARE CENTER,2215 BURDETT AVENUE,OPEN,NON-PROFIT,1840003087
119614420,URMC STRONG WEST,156 WEST AVENUE,OPEN,NON-PROFIT,1840004287
6111561,SOUTH NASSAU COMMUNITIES HOSPITAL OFF - CAMPUS EMERGENCY DEPARTMENT,325 EAST BAY DRIVE,OPEN,NON-PROFIT,1840000988
119511201,NYU LANGONE HEALTH - COBBLE HILL,83 AMITY STREET,OPEN,NON-PROFIT,1840034030
196784728,CALVARY HOSPITAL,150 55TH STREET,OPEN,NON-PROFIT,1840034030
1227157,NORTH CAROLINA BAPTIST HOSPITAL,1 MEDICAL CENTER BLVD,OPEN,NON-PROFIT,1840015324
8928503,UNC LENOIR HEALTH CARE,"100 AIRPORT RD, PO DRAWER 1678",OPEN,NON-PROFIT,1840014585
6927549,FRANKLIN MEDICAL CENTER,"100 HOSPITAL DR, FRANKLIN COUNTY ADMINISTRATION BLDG",OPEN,NON-PROFIT,1840016116
1728732,ADVENTHEALTH HENDERSONVILLE,100 HOSPITAL DRIVE,OPEN,NON-PROFIT,1840014561
2228078,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,10030 GILEAD RD,OPEN,NON-PROFIT,1840016349
10328722,ST. LUKE'S HOSPITAL,101 HOSPITAL DRIVE,OPEN,NON-PROFIT,1840016404
11127514,UNIVERSITY OF NORTH CAROLINA HOSPITALS,101 MANNING DR,OPEN,GOVERNMENT - STATE,1840016152
7327565,GRANVILLE HEALTH SYSTEM,"1010 COLLEGE ST, PO BOX 947",OPEN,GOVERNMENT - LOCAL,1840014435
14828210,ATRIUM HEALTH PINEVILLE,10628 PARK ROAD,OPEN,NON-PROFIT,1840014557
196784165,CAROLINAS CONTINUECARE HOSPITAL AT PINEVILLE,10648 PARK ROAD,OPEN,NOT AVAILABLE,1840014557
4728203,CAROLINAS REHABILITATION,1100 BLYTHE BLVD,OPEN,NON-PROFIT,1840014557
7727886,VIDANT EDGECOMBE HOSPITAL,111 HOSPITAL DR,OPEN,NON-PROFIT,1840016177
178127610,UNC HOSPITALS AT WAKEBROOK,111 SUNNYBROOK RAOD,OPEN,GOVERNMENT - STATE,1840014497
5127330,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,OPEN,PROPRIETARY,1840015421
2427906,SENTARA ALBEMARLE MEDICAL CENTER,"1144 N ROAD ST, PO BOX 1587",OPEN,NON-PROFIT,1840013315
727288,UNC ROCKINGHAM HOSPITAL,117 EAST KINGS HWY,OPEN,NON-PROFIT,1840013309
2628744,ANGEL MEDICAL CENTER,"120 RIVERVIEW ST, PO BOX 1209",OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840016421
827401,CONE HEALTH,1200 NORTH ELM ST,OPEN,NON-PROFIT,1840013356
127216,ALAMANCE REGIONAL MEDICAL CENTER,"1240 HUFFMAN MILL RD, PO BOX 202",OPEN,NON-PROFIT,1840013362
3628777,BLUE RIDGE REGIONAL HOSPITAL,"125 HOSPITAL DR, PO DRAWER 9",OPEN,NON-PROFIT,1840017751
11828659,WILKES MEDICAL CENTER,"1370 WEST D STREET, PO BOX 609",OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840016094
3227983,VIDANT BERTIE HOSPITAL,"1403 S KING ST, PO BOX 40",OPEN,NON-PROFIT,1840016150
8028301,HIGHSMITH - RAINEY SPECIALTY HOSPITAL,150 ROBESON STREET,OPEN,NON-PROFIT,1840013490
2328106,NOVANT HEALTH MATTHEWS MEDICAL CENTER,1500 MATTHEWS TOWNSHIP PARKWAY,OPEN,NON-PROFIT,1840016350
196784729,FIRSTHEALTH MOORE REG. HOSP. AND PINEHURST TREATMENT,"155 MEMORIAL DR, PO BOX 3000",OPEN,NOT AVAILABLE,1840017852
6628374,FIRSTHEALTH MOORE REGIONAL HOSPITAL - HOKE CAMPUS,155 MEMORIAL DRIVE,OPEN,NON-PROFIT,1840017852
10527016,LIFEBRITE COMMUNITY HOSPITAL OF STOKES,1570 NC 8 AND 89 HWY N,OPEN,PROPRIETARY,1840016034
3928302,CAPE FEAR VALLEY MEDICAL CENTER,"1638 OWEN DR, PO BOX 2000",OPEN,NON-PROFIT,1840013490
11927893,WILSON MEDICAL CENTER,1705 TARBORO ST SW,OPEN,NON-PROFIT,1840015383
8828117,LAKE NORMAN REGIONAL MEDICAL CENTER,"171 FAIRVIEW RD, PO BOX 3250",OPEN,PROPRIETARY,1840016215
14428603,ALEXANDER HOSPITAL,"180 NC 16 HWY S, PO BOX 2568",CLOSED,PROPRIETARY,1840016220
8228621,"HUGH CHATHAM MEMORIAL HOSPITAL, INC","180 PARKWOOD DR, PO BOX 560",OPEN,NON-PROFIT,1840016031
196784730,PAM SPECIALTY HOSPITAL OF ROCKY MOUNT,"1828 GOOD HOPE ROAD, SUITE 102",OPEN,NOT AVAILABLE,1840005483
7928741,HIGHLANDS - CASHIERS HOSPITAL,"190 HOSPITAL DR, PO DRAWER 190",OPEN,NON-PROFIT,1840015467
11427511,WAKEMED CARY HOSPITAL,1900 KILDAIRE FARM RD,OPEN,NON-PROFIT,1840016196
177928546,BRYNN MARR HOSPITAL,192 VILLAGE DR,OPEN,PROPRIETARY,1840014653
527103,NOVANT HEALTH MEDICAL PARK HOSPITAL,1950 SOUTH HAWTHORNE RD,OPEN,NON-PROFIT,1840015324
2128233,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,"200 HAWTHORNE LN, PO BOX 33549",OPEN,NON-PROFIT,1840014557
2928640,"ASHE MEMORIAL HOSPITAL, INC",200 HOSPITAL AVE,OPEN,NON-PROFIT,1840016027
5728561,CAROLINAEAST MEDICAL CENTER,"2000 NEUSE BLVD, PO BOX 12157",OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840014591
5528150,ATRIUM HEALTH CLEVELAND,201 EAST GROVER ST,OPEN,NON-PROFIT,1840015426
172728451,CAROLINA DUNES BEHAVIORAL HEALTH,2050 MERCANTILE DRIVE,OPEN,PROPRIETARY,1840016683
10927360,NOVANT HEALTH THOMASVILLE MEDICAL CENTER,"207 OLD LEXINGTON RD, PO BOX 789",OPEN,NON-PROFIT,1840015361
14228170,CAPE FEAR VALLEY HOKE HOSPITAL,210 MEDICAL PAVILION DRIVE,OPEN,NON-PROFIT,1840014612
2027835,VIDANT MEDICAL CENTER,"2100 STANTONSBURG RD, PO BOX 6028",OPEN,NON-PROFIT,1840013407
