fire_emergency_id,name,address,city_id
2120829,Colleton Fire Department Station 9,199 Rehoboth Road,1840016901
2120837,Minong Volunteer Fire Department,W7095 Nancy Lake Road,1840002004
2120856,Washington Township Fire Department and Emergency Medical Services Station 93,5825 Brand Road,1840008389
2120888,Buffalo Volunteer Fire Department,3rd Street West,1840002018
2120894,Charlotte Fire Department Station 30,4707 Belle Oaks Drive,1840014557
2120911,Higbee Area Fire Protection District,100 West Adams Street,1840007340
2120918,Bunker Hill Fire Station,434 South Lancaster Street,1840001347
2120935,Avra Valley Fire District Station 191,15790 West Silverbell Road,1840023057
2120952,Morristown Fire Department Station 31,142 Memory Lane,1840012387
2120963,Clarington Volunteer Fire Department,221 Market Street,1840010592
2120967,Socorro Fire Department Station 1,202 Fisher Avenue,1840021898
2120975,Pewee Valley Fire Protection District Station 1,8607 Foley Avenue,1840014285
2121016,Tennessee City Volunteer Fire Department,4605 US Highway 70 West,1840014468
2121027,Billings Fire Protection District Station 1,318 Northwest Washington Avenue,1840007645
2121029,Washington Township Volunteer Fire Department Bruceville,5404 State Highway 67,1840009730
2121034,Enumclaw Fire Department,1330 Wells Street,1840019825
2121035,Upper Augusta Township Fire Company Station 7 - 2,2188 Mile Hill Road,1840000851
2121046,Windsor Fire District,1515 Maine Avenue,1840010613
2121050,Kingwood Township Volunteer Fire Department,952 County Road 519,1840003606
2121072,Bay City Volunteer Fire Department,1920 6th Street,1840019682
2121073,United Fire and Rescue District Baldwin Station,1580 10th Avenue,1840002136
2121085,Golconda Volunteer Fire Department,125 North Columbus Avenue,1840008736
2121087,Avon Fire Department,106 East 1st Avenue,1840003067
2121094,Alton Fire Department,333 East 20th Street,1840007424
2121098,Utica Volunteer Fire Company Station 27 - 2,1689 Old US Route 322,1840003431
2121105,Crystal Springs Volunteer Fire Department Station 2,308 Harmony Road,1840014932
2121106,Surrency Volunteer Fire Department,51 Andrews Street Southeast,1840017054
2121107,White Bluff Fire Department,2185 Highway 47 North,1840016106
2121108,White River Township Fire Department,115 East 4th Street,1840014526
2121111,Dallas Fire and Rescue Station 11,3828 Cedar Springs Road,1840019440
2121115,Kempner Volunteer Fire Department,315 Pecan Street,1840019551
2121122,Coffey Fire Protection District,105 West State Highway B,1840007266
2121142,Wallowa Fire Department,104 North Pine Street,1840021197
2121154,Columbia Fire Department Sand Hill Station 24,130 Sparkleberry Lane,1840014730
2121200,Richmond Fire Department,54 East Main Street,1840020109
2121207,Baytown Fire and Rescue Station 5,7722 Bayway Drive,1840019616
2121221,Gwinnett County Fire and Emergency Services Station 17,2739 Brooks Road,1840014743
2121233,Westphalia Fire Station,631 Warne Street,1840010815
2121239,Township of Kalamazoo Fire Department - Station 1 - Northwood,2617 North Burdick Street,1840003185
2121248,Long County Fire Department Station 1,127 Thornton Street,1840015848
2121263,Wayne County Volunteer Fire Department Denham Station,698 County Lake Denham Road,1840015853
2121265,Knoxville Fire Department Burlington Fire Station 6,3925 Holston Drive,1840014486
2121272,Denver Fire Department Station 14,1426 Oneida Street,1840018789
2121279,Nine Mile Volunteer Fire Department,1131 Nine Mile Road,1840017901
2121294,Mount Holly Fire and Rescue Station 34,433 Killian Avenue,1840014590
2121297,Grenada Fire Department Station 3,4333 South Commerce Street,1840013717
2121299,Clark County Fire Department Station 65,3825 West Starr Avenue,1840020364
2121301,Glide Rural Fire Protection District,18910 North Umpqua Highway,1840017438
2121306,Richburg Volunteer Fire Company,277 Main Street,1840004606
2121320,Tehama County Fire Department Paynes Creek,29721 State Highway 36 East,1840026515
2121331,Pansy Volunteer Fire Department,60 Roberts Road,1840014761
2121332,Lake County Fire Protection District Station 71,Lakeshore Drive and Kings Lane,1840028139
2121335,Farmington Fire Department - Station 2,19695 Municipal Drive,1840007853
2121347,Hickory Creek Volunteer Fire Department,15645 State Highway 264 East,1840015285
2121373,Echo Rural Fire Protection District Station 2,Fanshier Road,1840019913
2121388,New Orleans Fire Department Engine 40,2500 General DeGaulle Drive,1840001839
2121389,Crossroads Volunteer Fire Department,41961 State Highway 225,1840000959
2121390,Laurinburg City Fire Department Station 1,501 North Main Street,1840014631
2121395,Belfast Volunteer Fire Department - Watne County Station 11,3212 US Highway 117 North,1840013432
2121397,Cassopolis Volunteer Fire Department,139 Broadway Street,1840010159
2121404,Plymouth Township Fire Department Station 2,41212 Wilcox Road,1840003959
2121406,Pittsboro Fire Department,150 Sanford Road,1840016259
2121414,Grant County Fire District 5 Station 6,11821 Stratford Road,1840019817
2121419,Sharps Hill Volunteer Fire Department Station 263,503 Berner Street,1840001254
2121420,Bradshaw Volunteer Fire Department,108 Mountaineer Highway,1840006424
2121458,Los Angeles County Fire Department Station 49,13820 South La Mirada Boulevard,1840020512
2121459,Marion Fire Department Station 2,1005 South Miller Avenue,1840013868
2121492,Madison Fire Department Station 3,1217 Williamson Street,1840002915
2121493,River Delta Fire District Station 87,16969 Jackson Slough Road,1840018849
2121537,Montgomery Fire Department Station 4,1300 Air Base Boulevard,1840008353
2121551,East Butler Volunteer Fire Department Station 9,808 Grant Avenue,1840000857
2121573,Gurley Volunteer Fire Department Station 2,201 Railroad Street,1840016519
2121579,Ocean City - Wright Fire District Station 1,2 Racetrack Road Northeast,1840013923
2121605,Napa County Fire Department Station 22 - Gordon Valley,6485 Gordon Valley Road,1840020241
2121611,Miami-Dade Fire Rescue North Miami East Station 20,13000 Northeast 16th Avenue,1840015154
2121616,Saddle Mountain Fire Department,2400 State Highway 115,1840022800
2121621,Pinellas Suncoast Fire and Rescue Station 28,13501 94th Avenue,1840015978
2121636,Warwick Fire Department Station 9,314 Commonwealth Avenue,1840003344
2121651,Scottsbluff Rural Fire Department,1717 East 15th Street,1840009197
2121657,Aurora Fire Department,250 North 200 West,1840018832
2121668,Sacramento Metropolitan Fire District Station 41,6900 Thomas Drive,1840018841
2121680,Redding Township Volunteer Fire Department,1021 North US Highway 31,1840009708
2121687,Blue Springs Volunteer Fire Department,3001 County Road 75,1840016626
2121726,Leggett Valley Fire Department,67001 State Highway 271,1840026597
2121730,Falkner Volunteer Fire Department,10071 County Road 200,1840016517
2121731,Greenacres Fire and Rescue,93449 Upper Loop Lane,1840018653
2121732,West Polk County Fire and Rescue Station 7,1150 Chestuee Road,1840036138
2121742,Portland Fire and Rescue Station 19 - Mount Tabor,7301 East Burnside Street,1840019941
2121744,Oklahoma City Fire Department Station 37,16820 North Pennsylvania Avenue,1840020423
2121747,Mashulaville Fire Station,35963 State Highway 14 West,1840015743
2121749,Laneburg Volunteer Fire Department Station 1,3104 US Highway 371,1840014784
2121763,Lehigh Acres Fire Control and Rescue District Station 105,636 Thomas Sherwin Avenue South,1840014220
2121783,Davis Volunteer Fire Department,595 US Highway 70,1840025836
2121802,North Harrison County Fire Protection District,10030 10th Street,1840010419
2121805,Lakehead Volunteer Fire Company,20808 Mammoth Drive,1840028161
2121817,Odessa Fire Department,300 East Main Street,1840004584
2121840,Secaucus Fire Department Engine Company 1,150 Plaza Center,1840001033
2121888,Elkhorn City Fire Department Station 2,3361 Elkhorn Creek,1840013229
2121892,New Melle Fire Protection District Station 1,3705 Mill Street,1840008570
2121912,Zumbro Falls Fire Department,342 State Highway 60,1840010024
2121928,Santa Barbara City Fire Department Station 5,2505 Modoc Road,1840021829
2121950,San Francisco Fire Department Station 48 Treasure Island,800 Avenue I,1840021543
2121968,Harman Volunteer Fire Department,4782 Bull Creek Road,1840006429
2121976,Evarts Fire Department,101 Harlan Street,1840013279
2121979,Paisley Volunteer Fire Department,1011 Cottonwood Street,1840020055
2121994,Homer Volunteer Fire and Rescue,112 John Street,1840011102
2122009,Jefferson City Fire Department Station 3,2104 Industrial Drive,1840008615
2122037,Putnam County Fire Department Station 15,4020 Clouse Drive,1840014470
2122056,Dale City Volunteer Fire Department - Station 20,3171 Prince William Parkway,1840006106
2122070,Baring Fire Station King County Fire Protection District 50 Station 196,64100 Northeast Index Creek Road,1840017339
2122073,White City Volunteer Fire Department,County Road 20,1840023045
2122083,Mendon Fire Department,50 East 100 North,1840020111
2122090,Honolulu Fire Department Waianae Station 26,85 - 645 Farrington Highway,1840029552
2122101,Cobb County Fire and Emergency Services Station 12,810 Brackett Road,1840015633
2122137,Turquoise Trail Volunteer Fire Department District Station 3,3 Turquoise Trail,1840021707
2122149,Battle Creek Fire Department Station 6,2401 Capital Avenue Southwest,1840003176
2122158,Causeyville Volunteer Fire and Rescue Department,6137 Causeyville Road,1840014891
2122165,Williams Township Volunteer Fire Department,1655 F M Cartret Road,1840015570
2122201,Atlantic Volunteer Fire Department,10071 Atlantic Road,1840024718
2122206,Independence Fire Department,113 4th Avenue Southeast,1840008058
2122259,Cayce Marshall County Volunteer Fire Department,30 Lee Creek Road,1840015522
2122275,Burnham Fire Company - Station 1,205 North Beech Street,1840003589
2122304,Quail Volunteer Fire Department,4270 Farm to Market Road 1547,1840019178
2122324,Lowndes County District 5 Volunteer Fire and Rescue Department - Artesia Station,50 Front Street,1840015689
2122338,Washington Township Fire Department Marion,1513 North Bethlehem Road,1840013868
2122341,Scott Volunteer Fire Department Station 1,129 Lions Club Road,1840015932
2122347,Haywood Fire Department,67 Matthews Mill Road,1840013268
2122374,Sherwood Fire Protection District Station,100 Main Street,1840001864
2122384,Braman Volunteer Fire Department,302 Broadway,1840021613
2122390,Georgetown Fire Department Station 6,6700 Williams Drive,1840020875
2122395,Eagle Pass Fire Department Della L Willars Station 2,2420 2nd Street,1840019690
2122410,Gulf Breeze Fire Department,313 Fairpoint Drive,1840013920
2122412,Red River Fire Department,220 East High Street,1840021630
2122449,Hurdland Volunteer Fire Department,411 North 2nd Street,1840007254
2122460,Ridgely Fire Department,132 North Main Street,1840017710
2122461,Delta Community Fire Department,500 West Main Street,1840011511
2122463,Remington - Carpenter Township Volunteer Fire Department,509 North Harrington Street,1840010292
2122470,Georgetown Fire Department Station 3,5 Texas Drive,1840020875
2122481,Taylor Springs Volunteer Fire Department,601 West Main Street,1840012645
2122490,Florence Fire / EMS Department Station 3,3125 Ted Bushelman Boulevard,1840013161
2122507,Arendtsville Community Fire Company Station 5,48 Pearl Street,1840000676
2122542,Tullahoma Fire Department Station 1,613 South Jackson Street,1840015410
2122559,Hampton Fire Department Station 10,240 North Manker Street,1840015764
2122572,Central Jackson County Fire Department Station 1,4920 Beach Boulevard,1840015017
2122573,Fort Worth Fire Department Station 16,5933 Geddes Avenue,1840020696
2122584,Awendaw Fire District Station 1,4286 State Highway 17 North,1840016011
2122590,Harlem Volunteer Fire Department,112 1st Street Southwest,1840019759
2122624,Lynn Fire Department Headquarters,725 Western Avenue,1840000409
2122646,Ludington Fire Department,918 East Tinkham Avenue,1840002547
2122649,Hardeeville Fire Department Station 81,29 Martin Street,1840013808
2122655,Austin Fire Department Station 20,6601 Manchaca Road,1840019590
2122661,Harper Volunteer Fire Department and Emergency Medical Services,84 Ranch Road 783 North,1840018235
2122662,Shinewell Volunteer Fire Department,N4800 Road and E2160 Road,1840021910
2122668,Bristol Tennessee Fire Department Station 3,500 17th Street,1840013301
2122695,Commerce Fire Department,1103 Sycamore Street,1840019394
2122721,Richland Area Fire Department Station 2,301 East State Street,1840007355
2122732,Dixon Fire Department,205 Ford Way,1840018859
2122744,Morganville Volunteer Fire Company,78 Tennent Road,1840005442
2122749,Estacion De Bomberos de Aguas Buenas,Carretera 156 Interior 42 Calle Muñoz Rivera,1630035606
2122808,Clayton Fire Rescue Station 1,1 Chestnut Street,1840022631
2122822,Neoga Fire Department,757 Chestnut Avenue,1840008512
2122830,Delaware Fire Department,607 Elm Street,1840021587
2122832,Sykesville Volunteer Fire Company Station 8,106 East Liberty Street,1840003474
2122848,Vincennes Township Fire Department Station 7,1265 South Hart Street Road,1840010730
2122866,City of Los Angeles Fire Department Station 64,10811 South Main Street,1840020491
2122889,Apple Valley Fire Center,18809 Central Road,1840021733
2122893,San Jose Fire Department Station 27,6027 San Ignacio Avenue,1840021570
2122897,Starkville Fire Department Station 3,102 West Garrard Road,1840015713
2122903,Dendron Volunteer Fire Department Surry County Station 2,3325 Rolfe Highway,1840006470
2122912,Easton Volunteer Fire Department Station 60,315 Aurora Park Drive,1840006089
2122991,Singerly Fire Company Station 3,399 East Pulaski Highway,1840005635
2123001,Cedar Lake Fire Department,9400 West 133rd Avenue,1840009259
2123008,Pendleton Fire Department,100 South Broadway Street,1840014100
2123015,Delaware Township Fire Department,3768 Bay City Forestville Road,1840010981
2123028,West Sebring Volunteer Fire Department Station 10 - Headquarters,3517 Hammock Road,1840015986
2123030,Apple Valley Fire Protection District - Station 334,12143 Kiowa Road,1840021733
2123043,North Pulaski Fire Department Station 1,5603 West Republican Road,1840014633
2123051,Niagara Falls Fire Department Headquarters,3115 Walnut Avenue,1840000371
2123052,Gibson County Fire Department Station 7,449 China Grove Road,1840017740
2123086,Romeoville Fire Department Station 2,1321 Enterprise Drive,1840011489
2123088,Chimney Rock Volunteer Fire Department Station 2,15272 US Highway 412,1840024900
2123091,Spencerport Fire District - Station 3,2588 South Union Street,1840004285
2123109,Highland Volunteer Fire Department Station 186,8705 Harold Place,1840001254
2123112,Parsons Fire Department,1819 Washington Avenue,1840001712
2123113,Lexington Fire Department Station 17,4113 Winchester Road,1840015211
2123131,Plaquemines Parish Fire District 2 Belle Chasse Volunteer Fire Department Station 1,104 New Orleans Street,1840014028
2123147,Dothan Fire Department Station 9,365 Technology Drive,1840001518
2123149,South Schenectady Fire Department,6 Old Mariaville Road,1840000395
2123154,Murray Fire Department Station 2,2075 US Highway 641 North,1840014410
2123159,Red Creek Volunteer Fire and Rescue,2579 Canyon Heights Road,1840020255
2123160,Fort Greely Fire and Emergency Services,504 1st Street,1840023474
2123179,Cortland Volunteer Fire and Rescue,100 South Sherman Avenue,1840012162
2123193,Etna Township Fire Department,132 West Broadway Street,1840010276
2123214,Skamania County Fire District 1 Station 2,50261 State Highway 14,1840021180
2123226,Philadelphia Fire Department Engine 33,4750 Richmond Street,1840000673
2123230,Nehawka Rural Fire Department,735 Elm Street,1840011816
2123240,Oakland Volunteer Fire Department Station 40,31 South 3rd Street,1840005634
2123252,DeKalb County Fire Rescue Department Station 21,1020 Crown Pointe Parkway,1840022929
2123256,Fort Ransom Rural Fire Department Station,106 South 1st Street,1840000226
2123275,Glen Rose Volunteer Fire Department,US Highway 67,1840015563
2123300,Bower Hill Volunteer Fire Department Station 255,161 Vanadium Road,1840001213
2123306,Patch Grove Fire Department,112 North Street,1840002980
2123309,East Bay Regional Park District Station 10,17930 Lake Chabot Road,1840017620
2123340,Maysville Volunteer Fire Department and Emergency Medical Services,404 Main Street,1840016444
2123369,Hecktown Volunteer Fire Company Station 53,230 Nazareth Pike,1840000986
2123387,Sullivan Fire Protection District Station 3,3334 State Highway H,1840009643
2123388,Trinidad Volunteer Fire Department Station 3,4878 Key Ranch Road,1840022112
2123398,Day Township Fire Department,4489 Division Street,1840010993
2123454,Northwest Conejos Fire Protection District,790 Main Street,1840022567
2123456,South Portland Western Avenue Fire Station,34 James Baka Drive,1840000328
2123464,Salt Lake City Fire Station 2,270 West 300 North,1840021383
2123465,Sacramento Metropolitan Fire District Station 32,8890 Roediger Lane Fair,1840017580
2123478,Saint George Fire Department Station 62,9214 Jefferson Highway,1840013941
2123489,Milan Volunteer Fire Department Station 2,Febco Street,1840022781
2123511,Rural / Metro Fire Department Station 2,10820 South Hensleys Boulevard,1840021998
2123514,Ebbetts Pass Fire Protection District Station 3,40 Canyon View Drive,1840017590
2123529,Pittsburgh Bureau of Fire Station 231 - 30,916 Steuben Street,1840001254
2123561,Hurricane Valley Fire District Station 49,1130 Zion Park Boulevard,1840022559
2123565,Unified Fire Authority Holladay Station 104,2210 East Murray Holladay Road,1840020156
2123566,Clifton Volunteer Fire Department - Station 1,2146 Old North Shore Road,1840007685
2123584,Fremont Rural Fire Department,110 West Boulevard Street,1840003346
2123589,Wescott Fire Protection District Station 2,15505 State Highway 83,1840018825
2123597,Peninsula Township Fire Department Station 2,8150 Center Road,1840003946
2123600,Gwinnett County Fire and Emergency Services Station 16,195 Dacula Road,1840014743
2123607,Pasadena Volunteer Fire Department Station 3,3004 Red Bluff Road,1840020930
2123636,Blackshear Fire Department Station 2,432 West Carter Avenue,1840013870
2123644,Franklin Fire Department Station 5,215 Noah Drive,1840013380
2123654,Giles County Fire and Rescue Department - Rose Hill,1650 Rose Hill Road,1840014575
2123655,Chicago Fire Department District 2 Station 55,2718 North Halsted Street,1840000494
2123661,Wallace Volunteer Fire Department,2859 State Highway 32 West,1840013712
2123683,Panama City Fire Department Station 5,629 Jackson Way,1840015034
2123692,Chicago Fire Department District 2 Station 89,3945 West Peterson Avenue,1840000494
2123695,Munster Fire Department Station 3,10121 Calumet Avenue,1840009262
2123696,Ringtown Valley Fire and Rescue District 30 Station 1,46 West Main Street,1840002776
2123700,Nunda Rural Fire Protection District,1713 West State Highway 176,1840006969
2123711,Ozark Fire Protection District Station 3,4545 South State Highway W,1840009926
2123724,Twin Creek Volunteer Fire Department,163 Camellia Road,1840015901
2123725,Dumont Fire Department Engine 3 / Rescue 3,20 Rucereto Avenue,1840003541
2123728,Douglas Forest Protective Association South Douglas Station,408 Stanton Park Road,1840020035
2123761,Folsom Fire Department,338 Dodge Street,1840022633
2123771,Scotia Volunteer Fire Department,145 Main Street,1840009321
2123783,Sandhill Volunteer Fire Department Station 4,8713 State Highway 265,1840016581
2123785,Georgetown Fire Department,109 West Riverside Street,1840016341
2123792,Blackberry Fire Department Station 2,19 Peter Fork Road,1840030691
2123845,Johnson County Rural Fire Department Station 8 Hunt,7273 State Highway 164,1840013419
2123853,Hartsdale Fire Department,300 West Hartsdale Avenue,1840004921
2123861,Priceville Volunteer Fire Department Station 1,1638 South Bethel Road,1840001403
2123865,Livingston Fire and Rescue,1304 North Washington Street,1840005153
2123875,New Home Fire Department,3565 New Home Road,1840015529
2123880,Wiconisco Fire Engine Company Station 23,387 Arch Street,1840001282
2123886,Allensville Volunteer Fire Department,1344 Dennys Store Road,1840014432
2123890,Owings Mills Volunteer Fire Company Station 31,10401 Owings Mills Boulevard,1840005684
2123893,Boise City Fire Department Station 12 Region 4 Hazardous Materials Team,3240 State Highway 21,1840027142
2123895,Puerto de Luna Volunteer Fire Department Main Station,1031 Paisano Road,1840021821
2123896,Marquette Volunteer Fire and Rescue,302 Marquis Avenue,1840011735
2123910,Riverside County Fire Department Station 94 - Canyon Hills,22770 Railroad Canyon Road,1840020560
2123917,Baldwinsville Fire Department Station 1,7911 Crego Road,1840004330
2123919,Northeast Bossier Fire District 5,605 Kilgore Road,1840016934
2123921,Madison County Fire Department Station 8,11 Sturdivant Crossing Road,1840036070
2123923,Saint Bernard Parish Fire Department Station 7,5680 East Judge Perez Drive,1840014002
2123930,Willow Street Fire Company Station 50,2901 Willow Street Pike,1840005494
2123936,Lane Fire Authority Station 108 Lorane Highway,84111 Lorane Highway,1840020007
2123939,Fayetteville Fire Department Station 1,607 Person Street,1840013490
2123945,Wheeling Fire Department Station 5,11 North Wabash Street,1840005510
2123951,Branchville Volunteer Fire Department,15310 Broad Street,1840006518
2123956,Iroquois Fire and Rescue District,120 Ottowa Street,1840002501
2123982,Polk County Fire Rescue Station 19 Peace Creek,5361 Rifle Range Road,1840014128
2123994,Chaffee Fire Department,222 North Main Street,1840007637
2124032,Trinity County 356 Volunteer Fire Department,12427 Farm to Market Road 356,1840022153
2124061,North Slope Borough Fire Department Nuiqsut Station,2221 2nd Street,1840023483
2124062,Panama City Fire Department Central Station,600 East US Highway 98 Business Route,1840015034
2124063,Santaquin City Fire Department,275 West Main Street,1840021396
2124066,Estacion de Bomberos de Ceiba,Calle Felisa Rincón de Gautier Km 1,1630035643
2124069,Chester Township Fire Department,11942 North County Road 300 East,1840009360
2124091,Oakland Fire Department Station 3,16 Van Vooren Drive,1840000912
2124108,Cleveland Fire Department,130 West Main Street,1840022448
2124140,Dearborn Heights Fire Station Headquarters,1999 North Beech Daly Road,1840003970
2124149,Bemidji Fire Department Station 4,920 Winter Sumac Road Northeast,1840006600
2124181,Galveston Fire Department Station 8,21710 South Shelby Drive,1840020970
2124244,McKinney Fire Department Station 5,6600 Virginia Parkway,1840020657
2124247,Madison Fire Department Station 2,7466 Old Canton Road,1840015782
2124252,Seward Volunteer Fire Department,316 4th Avenue,1840023423
2124289,Linn San Manuel Volunteer Fire Department,21661 State Route 186,1840021020
2124310,Langley Fire Department,2724 Augusta Road,1840025039
2124330,Central Callaway Fire District Station 2,State Highway JJ,1840008560
2124334,Ponca City Fire Department Station 1,500 East Grand Avenue,1840020345
2124373,Dorchester Fire and Emergency Services,480 County Road A,1840002253
2124378,Booneville Fire Department Station 1 Headquarters,203 North Main Street,1840013591
2124390,El Paso Fire Department Station 14,6300 Delta Drive,1840023252
2124405,Saint Andrews Fire Department,2590 Ashley River Road,1840015163
2124413,High Point Fire Department Station 2 Headquarters,434 South Elm Street,1840014479
2124449,Suedberg Community Fire Company District 21 Station 2,786 Suedberg Road,1840002772
2124452,Boulevard Volunteer Fire Department,1900 South Franklin Street,1840032850
2124453,Highlands Volunteer Fire Department Station 27,2301 East Wallisville Road,1840018254
2124525,Polk County Fire Rescue Station 940,1105 US Highway 98,1840014135
2124530,Long Point Community Fire Protection District,302 Market Street,1840011780
2124549,South Haven Area Emergency Services Station 2,03000 64th Street,1840003178
2124571,Springfield - Washington Fire Department,400 West Main Street,1840015225
2124580,Colorado River Fire Rescue - Station 63,5255 County Road 335,1840022429
2124593,Antelope Volunteer Fire Department,430 Schoolhouse Road,1840019369
2124605,Harrisburg Fire and Rescue Station 41,440 Smith Street,1840019990
2124619,Sheakleyville Volunteer Fire Department Station 81,3278 Perry Highway,1840003443
2124642,Hialeah Fire Department Station 9,3620 West 104th Street,1840015157
2124681,Crawfordville Volunteer Fire Department Station 8,88 Cedar Avenue,1840025125
2124688,Aurora Volunteer Fire Department,906 13th Street,1840007144
2124703,Chicago Fire Department District 2 Station 108,4625 North Milwaukee Avenue,1840000494
2124706,Albuquerque Fire Department Station 15,6600 Academy Road Northeast,1840019176
2124719,Bristow Fire Department,115 East 6th Street,1840019075
2124733,Monterey Fire Department Station 2,3954 State Highway 468,1840014888
2124762,Sumter Fire Department Wedgefield Station 7,2035 State Highway 261,1840013670
2124764,Sciotoville Fire Department,830 Harding Avenue,1840001646
2124765,Midwest City Fire Department Station 2,550 Aidair Boulevard,1840020425
2124776,Goshen Fire Department College Avenue Station,1203 College Avenue,1840013733
2124792,Tuscarora Fire Department,4825 West Tuscarora Road,1840009373
2124794,Molalla Rural Fire Protection District 73 Mulino Station,27689 South State Highway 213,1840023909
2124800,Las Vegas Fire and Rescue Station 45,3821 North Fort Apache Road,1840020364
2124801,Peachtree City Fire Rescue Department Leach Station Number 81,110 Paschall Road,1840014822
2124809,Montezuma Volunteer Fire Department,201 Mexitili Street,1840008698
2124810,District of Columbia Fire and EMS Engine Company 31,4930 Connecticut Avenue Northwest,1840006060
2124826,Peach County Fire Department Station 2,60 South Park Road,1840013819
2124828,Ebenezer Volunteer Fire Company Station 9,442 Ebenezer Road,1840001347
2124833,Sioux City Fire Rescue Department Station Number 3,2630 3rd Street,1840000447
2124836,Calera Fire and Rescue Station 2,360 George Roy Parkway,1840013757
2124838,Yarmouth Fire Department,20454 Eastern Avenue,1840029684
2124846,Albuquerque Fire Department Station 21,10400 Cibola Loop Northwest,1840019176
2124863,Greenwood Volunteer Fire Department,70 Bell Road,1840013457
2124872,Pittsburgh Bureau of Fire Station 213 - 14,259 McKee Place,1840001254
2124882,Cohoes Fire Department Hill Station,59 Pleasant Street,1840000418
2124884,Moores Mill Volunteer Fire Rescue Station 1,7416 Moores Mill Road,1840005061
2124886,Alpha - Mastodon Township Volunteer Fire Department Station 2,1533 Camp 5 Road,1840001970
2124892,Orlando International Airport Fire Rescue Westfield Station,4170 Express Street,1840015099
2124912,Fortuna Volunteer Fire Department Station 3 - Hydesville,3495 State Highway 36,1840017486
2124928,Colleton Fire Department Station 23,8454 Ashton Road,1840016900
2124933,New Milford Fire Department Company 2,680 Trenton Street,1840000908
2124948,Atoka Fire Department Station 2,998 West 13th Street,1840019254
2124951,Placentia Fire and Life Safety Department - Station 2,1530 North Valencia Avenue,1840020583
2124952,Dora Volunteer Fire Department,1485 Sharon Boulevard,1840005829
2124955,Beginnings Volunteer Fire Department Station 3,3000 Miller Creek Road,1840009251
2124960,Pembroke Pines Fire and Rescue Station 99,16999 Pines Boulevard,1840015141
2124962,Citrus County Fire Rescue Department Station 19,9658 South Pleasant Grove Road,1840015085
2124996,Rock Creek Volunteer Fire Department,3043 Lawrence Cove Road,1840001840
2124999,Salter Path Volunteer Fire Department and Emergency Medical Services,1410 Salter Path Road,1840016481
2125011,Riverside County Fire Department Station 2 - Sunnymead,24935 Hemlock Avenue,1840020552
2125014,North Fremont Fire District Station 2,4098 East 1400 North,1840018607
2125022,Melbourne Fire Department Station 78,850 Eber Road,1840015960
2125028,Elmwood Park Fire Department Station 1,18 Grove Street,1840003544
2125037,Sedgwick County Fire District 1 Station 31,5848 North 247th Street West,1840007566
2125041,Carroll County Fire Department Station 6 Pleasant Valley Fire Company,2030 South Pleasant Valley Road,1840005701
2125045,Portage Fire Department Station 2,6275 Old Porter Road,1840009264
2125046,Eastern District Fire and Rescue Station 2,1201 Kings Road,1840014929
2125050,Phoenix Fire Department Station 48,5230 West Happy Valley Road,1840020568
2125081,Countryside Fire Protection District Station 1,801 South Midlothian Road,1840011175
2125100,Parker District Fire Department Station 3,712 State Park Road,1840013501
2125104,Georgetown Township Fire Protection District Station 1,8910 State Road 64,1840010813
2125128,Acadia - Evangeline Fire Protection District Station 2,3208 George Soileau Road,1840015895
2125141,Rush County Fire District 3 Rush Center,120 West Union Street,1840009656
2125159,White Stone Volunteer Fire Department Weems Station,19 Johns Neck Road,1840118488
2125172,Union Fire Company Station 41,35 West Louther Street,1840001386
2125176,Philadelphia Fire Department Engine 64,6000 Rising Sun Avenue,1840000673
2125206,Westphalia Fire Protection District House 1,1926 US Highway 63 South,1840010771
2125220,Folcroft Fire Company Station 1,1647 Delmar Drive,1840000698
2125221,Sturgeon Bay Fire Department - West Station,656 South Oxford Avenue,1840003935
2125240,Harlingen Fire Department Station 4,4410 Glasscock Avenue,1840021036
2125252,Darien - Woodridge Fire Protection District Station 90,8687 Lemont Road,1840011404
2125254,Pasco County Fire Rescue Station 25,38410 6th Avenue,1840015968
2125260,Miami-Dade County Fire Rescue Honey Hill Station 51,4775 Northwest 199th Street,1840015149
2125268,Chaonia Volunteer Fire Department,State Route 172,1840010882
2125274,Portland Fire Department,227 North Main Street,1840014841
2125304,Sisters - Camp Sherman Fire Department Station 704 - Camp Sherman,13033 Southwest Forest Service Road 1419,1840023936
2125311,Westmont Fire Department Station 2,500 North Cass Avenue,1840011414
2125320,Wessington Springs Fire Department,210 South Dakota Avenue,1840002528
2125321,Memphis Fire Station 28,1510 Chelsea Avenue,1840015457
2125335,Bridgeport Volunteer Fire and Rescue,1200 Columbia Avenue,1840018387
2125337,Greene Township Fire Station Matherville,500 2nd Street,1840011678
2125339,Garland Volunteer Fire Department,170 4th Street,1840011840
2125340,Mount Prospect Fire Department - Station 14,2000 East Kensington Road,1840011300
2125359,Dutchess Junction Fire District,75 Slocum Road,1840000499
2125377,Whitehorn Cove Volunteer Fire Department,69953 South 312 Way,1840021696
2125395,Fairhills Fire Department,109 Nevada 68,1840014784
2125399,Greeneville Fire Department Station 3,1325 East Andrew Johnson Highway,1840016099
2125412,Rosston Fire Station,1045 Nevada Road 17,1840017997
2125415,Lake Winola Volunteer Fire Company - Station 12 - 1,1204 State Route 307,1840000576
2125417,Colleton Fire Department Station 19,1118 Thunderbolt Drive,1840015757
2125430,Saltaire Village Fire Department,105 Broadway Walk,1840005135
